Year on List,Title,Author,Rank,Publisher,Weeks on List,On a Celebrity Reading List,Current Context,Max Weeks on List,# of Author Bestsellers
2023,BORN A CRIME,Trevor Noah,10,One World,182,False,Yes,209,165
2023,EDUCATED,Tara Westover,11,Random House,39,False,No,71,71
2023,THE JANUARY 6 REPORT,the Select Committee to Investigate the Attack on the U.S. Capitol,12,Twelve,2,False,Yes,4,2
2023,HOW THE WORD IS PASSED,Clint Smith,13,Back Bay,2,False,Yes,8,8
2023,TALKING TO STRANGERS,Malcolm Gladwell,14,Back Bay,67,False,Yes,103,198
2023,JUST MERCY,Bryan Stevenson,15,One World,299,False,Yes,309,126
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,221,False,Yes,269,209
2023,"""YOU JUST NEED TO LOSE WEIGHT""",Aubrey Gordon,2,Beacon,1,False,Yes,1,1
2023,ALL ABOUT LOVE,bell hooks,3,Morrow,58,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,144,False,Yes,192,192
2023,THE JANUARY 6TH REPORT,the January 6 Select Committee,5,Random House,2,False,Yes,10,2
2023,THE JANUARY 6 REPORT,the House January 6th Committee,6,Harper,3,False,Yes,4,4
2023,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,7,Celadon,3,False,Yes,10,10
2023,SAPIENS,Yuval Noah Harari,8,Harper Perennial,196,False,Yes,208,128
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",345,False,No,386,157
2023,EDUCATED,Tara Westover,10,Random House,40,False,No,71,71
2023,BORN A CRIME,Trevor Noah,11,One World,183,False,Yes,209,165
2023,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay,68,False,Yes,103,198
2023,HOW THE WORD IS PASSED,Clint Smith,13,Back Bay,3,False,Yes,8,8
2023,BEING MORTAL,Atul Gawande,14,Metropolitan,125,False,No,130,20
2023,GRIT,Angela Duckworth,15,Scribner,131,False,No,151,90
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,222,False,Yes,269,209
2023,ALL ABOUT LOVE,bell hooks,2,Morrow,59,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,145,False,Yes,192,192
2023,SAPIENS,Yuval Noah Harari,4,Harper Perennial,197,False,Yes,208,128
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux",346,False,No,386,157
2023,EDUCATED,Tara Westover,6,Random House,41,False,No,71,71
2023,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,7,Celadon,4,False,Yes,10,10
2023,HOW THE WORD IS PASSED,Clint Smith,8,Back Bay,4,False,Yes,8,8
2023,JUST MERCY,Bryan Stevenson,9,One World,300,False,Yes,309,126
2023,BEING MORTAL,Atul Gawande,10,Metropolitan,126,False,No,130,20
2023,OUTLIERS,Malcolm Gladwell,11,Back Bay,358,False,No,367,198
2023,GRIT,Angela Duckworth,12,Scribner,132,False,No,151,90
2023,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay,69,False,Yes,103,198
2023,THE OTHER WES MOORE,Wes Moore,14,One World,47,False,Yes,47,6
2023,DOPAMINE NATION,Anna Lembke,15,Dutton,2,False,Yes,12,12
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,223,False,Yes,269,209
2023,ALL ABOUT LOVE,bell hooks,2,Morrow,60,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,146,False,Yes,192,192
2023,STOLEN FOCUS,Johann Hari,4,Crown,1,False,Yes,2,2
2023,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,5,Celadon,5,False,Yes,10,10
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux",347,False,No,386,157
2023,SAPIENS,Yuval Noah Harari,7,Harper Perennial,198,False,Yes,208,128
2023,EDUCATED,Tara Westover,8,Random House,42,False,No,71,71
2023,JUST MERCY,Bryan Stevenson,9,One World,301,False,Yes,309,126
2023,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay,70,False,Yes,103,198
2023,BEING MORTAL,Atul Gawande,11,Metropolitan,127,False,No,130,20
2023,THE JANUARY 6 REPORT,the House January 6th Committee,12,Harper,4,False,Yes,4,4
2023,HOW THE WORD IS PASSED,Clint Smith,13,Back Bay,5,False,Yes,8,8
2023,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,14,Broadway,231,False,No,235,12
2023,GRIT,Angela Duckworth,15,Scribner,133,False,No,151,90
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,224,False,Yes,269,209
2023,ALL ABOUT LOVE,bell hooks,2,Morrow,61,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,147,False,Yes,192,192
2023,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,4,Celadon,6,False,Yes,10,10
2023,SAPIENS,Yuval Noah Harari,5,Harper Perennial,199,False,Yes,208,128
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux",348,False,No,386,157
2023,EDUCATED,Tara Westover,7,Random House,43,False,No,71,71
2023,BORN A CRIME,Trevor Noah,8,One World,184,False,Yes,209,165
2023,THE NINETIES,Chuck Klosterman,9,Penguin,1,False,Yes,9,9
2023,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay,71,False,Yes,103,198
2023,GRIT,Angela Duckworth,11,Scribner,134,False,No,151,90
2023,HOW THE WORD IS PASSED,Clint Smith,12,Back Bay,6,False,Yes,8,8
2023,BETWEEN TWO KINGDOMS,Suleika Jaouad,13,Random House,17,False,No,19,19
2023,DOPAMINE NATION,Anna Lembke,14,Dutton,3,False,Yes,12,12
2023,THESE PRECIOUS DAYS,Ann Patchett,15,Harper Perennial,10,False,Yes,10,10
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,225,False,Yes,269,209
2023,ALL ABOUT LOVE,bell hooks,2,Morrow,62,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,148,False,Yes,192,192
2023,WE DON'T KNOW OURSELVES,Fintan O'Toole,4,Liveright,1,False,Yes,1,1
2023,THE NINETIES,Chuck Klosterman,5,Penguin,2,False,Yes,9,9
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux",349,False,No,386,157
2023,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,7,Celadon,7,False,Yes,10,10
2023,BORN A CRIME,Trevor Noah,8,One World,185,False,Yes,209,165
2023,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,72,False,Yes,103,198
2023,SCATTERED MINDS,Gabor Maté,10,Avery,1,False,No,1,1
2023,GRIT,Angela Duckworth,11,Scribner,135,False,No,151,90
2023,QUIET,Susan Cain,12,Broadway,176,False,No,181,16
2023,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,13,One World,1,False,Yes,6,6
2023,JUST MERCY,Bryan Stevenson,14,One World,302,False,Yes,309,126
2023,HOW THE WORD IS PASSED,Clint Smith,15,Back Bay,7,False,Yes,8,8
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,226,False,Yes,269,209
2023,CASTE,Isabel Wilkerson,2,Random House,1,True,Yes,9,60
2023,ALL ABOUT LOVE,bell hooks,3,Morrow,63,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,149,False,Yes,192,192
2023,THE NINETIES,Chuck Klosterman,5,Penguin,3,False,Yes,9,9
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux",350,False,No,386,157
2023,QUIET,Susan Cain,7,Broadway,177,False,No,181,16
2023,BORN A CRIME,Trevor Noah,8,One World,186,False,Yes,209,165
2023,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,9,Celadon,8,False,Yes,10,10
2023,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay,73,False,Yes,103,198
2023,GRIT,Angela Duckworth,11,Scribner,136,False,No,151,90
2023,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,12,One World,2,False,Yes,6,6
2023,KILLERS OF THE FLOWER MOON,David Grann,13,Vintage,104,False,Yes,146,78
2023,DOPAMINE NATION,Anna Lembke,14,Dutton,4,False,Yes,12,12
2023,HOW THE WORD IS PASSED,Clint Smith,15,Back Bay,8,False,Yes,8,8
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,227,False,Yes,269,209
2023,ALL ABOUT LOVE,bell hooks,2,Morrow,64,False,Yes,106,106
2023,CASTE,Isabel Wilkerson,3,Random House,2,True,Yes,9,60
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,150,False,Yes,192,192
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux",351,False,No,386,157
2023,THE NINETIES,Chuck Klosterman,6,Penguin,4,False,Yes,9,9
2023,WHAT MY BONES KNOW,Stephanie Foo,7,Ballantine,1,False,Yes,1,1
2023,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay,74,False,Yes,103,198
2023,QUIET,Susan Cain,9,Broadway,178,False,No,181,16
2023,GRIT,Angela Duckworth,10,Scribner,137,False,No,151,90
2023,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,11,Celadon,9,False,Yes,10,10
2023,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay,28,False,No,32,198
2023,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,13,One World,3,False,Yes,6,6
2023,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage,105,False,Yes,146,78
2023,DOPAMINE NATION,Anna Lembke,15,Dutton,5,False,Yes,12,12
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,228,False,Yes,269,209
2023,ALL ABOUT LOVE,bell hooks,2,Morrow,65,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,151,False,Yes,192,192
2023,CASTE,Isabel Wilkerson,4,Random House,3,True,Yes,9,60
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux",352,False,No,386,157
2023,STOLEN FOCUS,Johann Hari,6,Crown,2,False,Yes,2,2
2023,THE NINETIES,Chuck Klosterman,7,Penguin,5,False,Yes,9,9
2023,LUCK OF THE DRAW,Frank Murphy,8,St. Martin's Griffin,1,False,Yes,1,1
2023,QUIET,Susan Cain,9,Broadway,179,False,No,181,16
2023,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay,75,False,Yes,103,198
2023,SOUTH TO AMERICA,Imani Perry,11,Ecco,1,False,Yes,4,4
2023,GRIT,Angela Duckworth,12,Scribner,138,False,No,151,90
2023,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,13,Celadon,10,False,Yes,10,10
2023,THE BOMBER MAFIA,Malcolm Gladwell,14,Back Bay,29,False,No,32,198
2023,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,15,One World,4,False,Yes,6,6
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,229,False,Yes,269,209
2023,ALL ABOUT LOVE,bell hooks,2,Morrow,66,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,152,False,Yes,192,192
2023,CASTE,Isabel Wilkerson,4,Random House,4,True,Yes,9,60
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux",353,False,No,386,157
2023,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,76,False,Yes,103,198
2023,GRIT,Angela Duckworth,7,Scribner,139,False,No,151,90
2023,QUIET,Susan Cain,8,Broadway,180,False,No,181,16
2023,THE NINETIES,Chuck Klosterman,9,Penguin,6,False,Yes,9,9
2023,SOUTH TO AMERICA,Imani Perry,10,Ecco,2,False,Yes,4,4
2023,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,11,One World,5,False,Yes,6,6
2023,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay,30,False,No,32,198
2023,KILLERS OF THE FLOWER MOON,David Grann,13,Vintage,106,False,Yes,146,78
2023,BETWEEN TWO KINGDOMS,Suleika Jaouad,14,Random House,18,False,No,19,19
2023,DOPAMINE NATION,Anna Lembke,15,Dutton,6,False,Yes,12,12
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,230,False,Yes,269,209
2023,ALL ABOUT LOVE,bell hooks,2,Morrow,67,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,153,False,Yes,192,192
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,4,"Farrar, Straus & Giroux",354,False,No,386,157
2023,CASTE,Isabel Wilkerson,5,Random House,5,True,Yes,9,60
2023,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay,77,False,Yes,103,198
2023,THE NINETIES,Chuck Klosterman,7,Penguin,7,False,Yes,9,9
2023,SOUTH TO AMERICA,Imani Perry,8,Ecco,3,False,Yes,4,4
2023,THE BOMBER MAFIA,Malcolm Gladwell,9,Back Bay,31,False,No,32,198
2023,KILLERS OF THE FLOWER MOON,David Grann,10,Vintage,107,False,Yes,146,78
2023,BORN A CRIME,Trevor Noah,11,One World,187,False,Yes,209,165
2023,EDUCATED,Tara Westover,12,Random House,44,False,No,71,71
2023,DOPAMINE NATION,Anna Lembke,13,Dutton,7,False,Yes,12,12
2023,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,14,One World,6,False,Yes,6,6
2023,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House,19,False,No,19,19
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,231,False,Yes,269,209
2023,ALL ABOUT LOVE,bell hooks,2,Morrow,68,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,154,False,Yes,192,192
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,4,"Farrar, Straus & Giroux",355,False,No,386,157
2023,THE ANTHROPOCENE REVIEWED,John Green,5,Dutton,1,False,Yes,8,8
2023,CASTE,Isabel Wilkerson,6,Random House,6,True,Yes,9,60
2023,EVICTED,Matthew Desmond,7,Broadway,43,False,Yes,43,1
2023,EDUCATED,Tara Westover,8,Random House,45,False,No,71,71
2023,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,78,False,Yes,103,198
2023,SOUTH TO AMERICA,Imani Perry,10,Ecco,4,False,Yes,4,4
2023,THE NINETIES,Chuck Klosterman,11,Penguin,8,False,Yes,9,9
2023,GRIT,Angela Duckworth,12,Scribner,140,False,No,151,90
2023,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,13,Harper Perennial,1,False,No,26,26
2023,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage,108,False,Yes,146,78
2023,DOPAMINE NATION,Anna Lembke,15,Dutton,8,False,Yes,12,12
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,232,False,Yes,269,209
2023,CRYING IN H MART,Michelle Zauner,2,Vintage,1,False,Yes,38,38
2023,ALL ABOUT LOVE,bell hooks,3,Morrow,69,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,155,False,Yes,192,192
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux",356,False,No,386,157
2023,KILLERS OF THE FLOWER MOON,David Grann,6,Vintage,109,False,Yes,146,78
2023,DOPAMINE NATION,Anna Lembke,7,Dutton,9,False,Yes,12,12
2023,THE GLASS CASTLE,Jeannette Walls,8,Scribner,462,False,No,486,45
2023,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,79,False,Yes,103,198
2023,JUST MERCY,Bryan Stevenson,10,One World,303,False,Yes,309,126
2023,GRIT,Angela Duckworth,11,Scribner,141,False,No,151,90
2023,CASTE,Isabel Wilkerson,12,Random House,7,True,Yes,9,60
2023,THE ANTHROPOCENE REVIEWED,John Green,13,Dutton,2,False,Yes,8,8
2023,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,14,Harper Perennial,2,False,No,26,26
2023,THE NINETIES,Chuck Klosterman,15,Penguin,9,False,Yes,9,9
2023,CRYING IN H MART,Michelle Zauner,1,Vintage,2,False,Yes,38,38
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,233,False,Yes,269,209
2023,ALL ABOUT LOVE,bell hooks,3,Morrow,70,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,156,False,Yes,192,192
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux",357,False,No,386,157
2023,THE GLASS CASTLE,Jeannette Walls,6,Scribner,463,False,No,486,45
2023,FINDING ME,Viola Davis,7,HarperOne,1,True,Yes,7,7
2023,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,8,Picador,1,False,Yes,6,6
2023,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay,80,False,Yes,103,198
2023,THE ANTHROPOCENE REVIEWED,John Green,10,Dutton,3,False,Yes,8,8
2023,CASTE,Isabel Wilkerson,11,Random House,8,True,Yes,9,60
2023,GRIT,Angela Duckworth,12,Scribner,142,False,No,151,90
2023,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,13,Harper Perennial,3,False,No,26,26
2023,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage,110,False,Yes,146,78
2023,SHOE DOG,Phil Knight,15,Scribner,44,False,No,44,4
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,234,False,Yes,269,209
2023,CRYING IN H MART,Michelle Zauner,2,Vintage,3,False,Yes,38,38
2023,ALL ABOUT LOVE,bell hooks,3,Morrow,71,False,Yes,106,106
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,157,False,Yes,192,192
2023,FINDING ME,Viola Davis,5,HarperOne,2,True,Yes,7,7
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux",358,False,No,386,157
2023,KILLERS OF THE FLOWER MOON,David Grann,7,Vintage,111,False,Yes,146,78
2023,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,8,Picador,2,False,Yes,6,6
2023,THE GLASS CASTLE,Jeannette Walls,9,Scribner,464,False,No,486,45
2023,BORN A CRIME,Trevor Noah,10,One World,188,False,Yes,209,165
2023,TALKING TO STRANGERS,Malcolm Gladwell,11,Back Bay,81,False,Yes,103,198
2023,GRIT,Angela Duckworth,12,Scribner,143,False,No,151,90
2023,THE ANTHROPOCENE REVIEWED,John Green,13,Dutton,4,False,Yes,8,8
2023,CASTE,Isabel Wilkerson,14,Random House,9,True,Yes,9,60
2023,BEING MORTAL,Atul Gawande,15,Metropolitan,128,False,No,130,20
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,235,False,Yes,269,209
2023,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage,112,False,Yes,146,78
2023,CRYING IN H MART,Michelle Zauner,3,Vintage,4,False,Yes,38,38
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,158,False,Yes,192,192
2023,ALL ABOUT LOVE,bell hooks,5,Morrow,72,False,Yes,106,106
2023,FINDING ME,Viola Davis,6,HarperOne,3,True,Yes,7,7
2023,EDUCATED,Tara Westover,7,Random House,46,False,No,71,71
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",359,False,No,386,157
2023,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,9,Picador,3,False,Yes,6,6
2023,THE LOST CITY OF Z,David Grann,10,Vintage,25,False,Yes,26,78
2023,THE GLASS CASTLE,Jeannette Walls,11,Scribner,465,False,No,486,45
2023,BORN A CRIME,Trevor Noah,12,One World,189,False,Yes,209,165
2023,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay,82,False,Yes,103,198
2023,GRIT,Angela Duckworth,14,Scribner,144,False,No,151,90
2023,THE ANTHROPOCENE REVIEWED,John Green,15,Dutton,5,False,Yes,8,8
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,236,False,Yes,269,209
2023,CRYING IN H MART,Michelle Zauner,2,Vintage,5,False,Yes,38,38
2023,KILLERS OF THE FLOWER MOON,David Grann,3,Vintage,113,False,Yes,146,78
2023,THE ESCAPE ARTIST,Jonathan Freedland,4,Harper,1,False,Yes,8,8
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,159,False,Yes,192,192
2023,ALL ABOUT LOVE,bell hooks,6,Morrow,73,False,Yes,106,106
2023,FINDING ME,Viola Davis,7,HarperOne,4,True,Yes,7,7
2023,EDUCATED,Tara Westover,8,Random House,47,False,No,71,71
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",360,False,No,386,157
2023,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,10,Picador,4,False,Yes,6,6
2023,THE GLASS CASTLE,Jeannette Walls,11,Scribner,466,False,No,486,45
2023,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay,83,False,Yes,103,198
2023,BEING MORTAL,Atul Gawande,13,Metropolitan,129,False,No,130,20
2023,THE ANTHROPOCENE REVIEWED,John Green,14,Dutton,6,False,Yes,8,8
2023,GRIT,Angela Duckworth,15,Scribner,145,False,No,151,90
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,237,False,Yes,269,209
2023,CRYING IN H MART,Michelle Zauner,2,Vintage,6,False,Yes,38,38
2023,THE ESCAPE ARTIST,Jonathan Freedland,3,Harper,2,False,Yes,8,8
2023,KILLERS OF THE FLOWER MOON,David Grann,4,Vintage,114,False,Yes,146,78
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,160,False,Yes,192,192
2023,ALL ABOUT LOVE,bell hooks,6,Morrow,74,False,Yes,106,106
2023,FINDING ME,Viola Davis,7,HarperOne,5,True,Yes,7,7
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",361,False,No,386,157
2023,EDUCATED,Tara Westover,9,Random House,48,False,No,71,71
2023,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,10,Scribner,63,False,Yes,68,9
2023,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,11,Picador,5,False,Yes,6,6
2023,GRIT,Angela Duckworth,12,Scribner,146,False,No,151,90
2023,THE GLASS CASTLE,Jeannette Walls,13,Scribner,467,False,No,486,45
2023,TALKING TO STRANGERS,Malcolm Gladwell,14,Back Bay,84,False,Yes,103,198
2023,THE ANTHROPOCENE REVIEWED,John Green,15,Dutton,7,False,Yes,8,8
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,238,False,Yes,269,209
2023,CRYING IN H MART,Michelle Zauner,2,Vintage,7,False,Yes,38,38
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,161,False,Yes,192,192
2023,KILLERS OF THE FLOWER MOON,David Grann,4,Vintage,115,False,Yes,146,78
2023,THE ESCAPE ARTIST,Jonathan Freedland,5,Harper,3,False,Yes,8,8
2023,ALL ABOUT LOVE,bell hooks,6,Morrow,75,False,Yes,106,106
2023,FINDING ME,Viola Davis,7,HarperOne,6,True,Yes,7,7
2023,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,8,Scribner,64,False,Yes,68,9
2023,EDUCATED,Tara Westover,9,Random House,49,False,No,71,71
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux",362,False,No,386,157
2023,THE GLASS CASTLE,Jeannette Walls,11,Scribner,468,False,No,486,45
2023,GRIT,Angela Duckworth,12,Scribner,147,False,No,151,90
2023,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay,85,False,Yes,103,198
2023,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,14,Picador,6,False,Yes,6,6
2023,BEING MORTAL,Atul Gawande,15,Metropolitan,130,False,No,130,20
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,239,False,Yes,269,209
2023,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage,116,False,Yes,146,78
2023,QUIETLY HOSTILE,Samantha Ir,3,Vintage,1,False,Yes,7,15
2023,CRYING IN H MART,Michelle Zauner,4,Vintage,8,False,Yes,38,38
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,162,False,Yes,192,192
2023,THE ESCAPE ARTIST,Jonathan Freedland,6,Harper,4,False,Yes,8,8
2023,ALL ABOUT LOVE,bell hooks,7,Morrow,76,False,Yes,106,106
2023,FINDING ME,Viola Davis,8,HarperOne,7,True,Yes,7,7
2023,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,9,Scribner,65,False,Yes,68,9
2023,BORN A CRIME,Trevor Noah,10,One World,190,False,Yes,209,165
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",363,False,No,386,157
2023,THE GLASS CASTLE,Jeannette Walls,12,Scribner,469,False,No,486,45
2023,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay,86,False,Yes,103,198
2023,EDUCATED,Tara Westover,14,Random House,50,False,No,71,71
2023,GRIT,Angela Duckworth,15,Scribner,148,False,No,151,90
2023,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage,117,False,Yes,146,78
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,240,False,Yes,269,209
2023,CRYING IN H MART,Michelle Zauner,3,Vintage,9,False,Yes,38,38
2023,THE ESCAPE ARTIST,Jonathan Freedland,4,Harper,5,False,Yes,8,8
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,163,False,Yes,192,192
2023,ALL ABOUT LOVE,bell hooks,6,Morrow,77,False,Yes,106,106
2023,QUIETLY HOSTILE,Samantha Ir,7,Vintage,2,False,Yes,7,15
2023,THE GLASS CASTLE,Jeannette Walls,8,Scribner,470,False,No,486,45
2023,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",364,False,No,386,157
2023,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,10,Scribner,66,False,Yes,68,9
2023,TALKING TO STRANGERS,Malcolm Gladwell,11,Back Bay,87,False,Yes,103,198
2023,EDUCATED,Tara Westover,12,Random House,51,False,No,71,71
2023,MY LOVE STORY,Tina Turner with Deborah Davis and Dominik Wichmann,13,Atria,1,False,No,2,2
2023,THE BOMBER MAFIA,Malcolm Gladwell,14,Back Bay,32,False,No,32,198
2023,GRIT,Angela Duckworth,15,Scribner,149,False,No,151,90
2023,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage,118,False,Yes,146,78
2023,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,241,False,Yes,269,209
2023,CRYING IN H MART,Michelle Zauner,3,Vintage,10,False,Yes,38,38
2023,QUIETLY HOSTILE,Samantha Ir,4,Vintage,3,False,Yes,7,15
2023,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,164,False,Yes,192,192
