Year on List,Title,Author,Rank,Publisher,Weeks on List,On a Celebrity Reading List,Current Context,Max Weeks on List,# of Author Bestsellers
2021,BORN A CRIME,Trevor Noah,6,One World,105,False,Yes,209,165
2021,JUST MERCY,Bryan Stevenson,7,One World,241,False,Yes,309,126
2021,SAPIENS,Yuval Noah Harari,8,Harper Perennial,131,False,Yes,208,128
2021,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,9,Simon & Schuster,30,False,Yes,32,24
2021,THE NEW JIM CROW,Michelle Alexander,10,New Press,221,False,Yes,223,37
2021,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,11,Seal,32,False,Yes,38,37
2021,THE COLOR OF LAW,Richard Rothstein,12,Liveright,40,False,Yes,51,47
2021,ON TYRANNY,Timothy Snyder,13,Tim Duggan,83,False,Yes,90,33
2021,THE TRUTHS WE HOLD,Kamala Harris,14,Penguin,19,False,Yes,19,19
2021,OUTLIERS,Malcolm Gladwell,15,"Back Bay/Little, Brown",328,False,No,367,198
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,122,False,Yes,269,209
2021,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,129,False,Yes,156,83
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,45,False,Yes,192,192
2021,THE BODY,Bill Bryson,4,Anchor,4,False,Yes,12,12
2021,NOMADLAND,Jessica Bruder,5,Norton,1,False,Yes,14,14
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,6,Vintage,60,False,Yes,76,60
2021,BORN A CRIME,Trevor Noah,7,One World,106,False,Yes,209,165
2021,SAPIENS,Yuval Noah Harari,8,Harper Perennial,132,False,Yes,208,128
2021,ON TYRANNY,Timothy Snyder,9,Tim Duggan,84,False,Yes,90,33
2021,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,10,Seal,33,False,Yes,38,37
2021,JUST MERCY,Bryan Stevenson,11,One World,242,False,Yes,309,126
2021,THE NEW JIM CROW,Michelle Alexander,12,New Press,222,False,Yes,223,37
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery,13,False,Yes,29,29
2021,THE COLOR OF LAW,Richard Rothstein,14,Liveright,41,False,Yes,51,47
2021,OUTLIERS,Malcolm Gladwell,15,"Back Bay/Little, Brown",329,False,No,367,198
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,123,False,Yes,269,209
2021,NOMADLAND,Jessica Bruder,2,Norton,2,False,Yes,14,14
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,3,"Farrar, Straus & Giroux",261,False,No,386,157
2021,WHITE FRAGILITY,Robin DiAngelo,4,Beacon,130,False,Yes,156,83
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions,46,False,Yes,192,192
2021,THE BODY,Bill Bryson,6,Anchor,5,False,Yes,12,12
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,7,Vintage,61,False,Yes,76,60
2021,BORN A CRIME,Trevor Noah,8,One World,107,False,Yes,209,165
2021,WE DO THIS 'TIL WE FREE US,Mariame Kaba,9,Haymarket,1,False,Yes,2,2
2021,ALL ABOUT LOVE,bell hooks,10,Morrow,1,False,Yes,106,106
2021,SAPIENS,Yuval Noah Harari,11,Harper Perennial,133,False,Yes,208,128
2021,JUST MERCY,Bryan Stevenson,12,One World,243,False,Yes,309,126
2021,HOOD FEMINISM,Mikki Kendall,13,Penguin,1,False,Yes,13,13
2021,THE COLOR OF LAW,Richard Rothstein,14,Liveright,42,False,Yes,51,47
2021,THE NEW JIM CROW,Michelle Alexander,15,New Press,223,False,Yes,223,37
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,124,False,Yes,269,209
2021,NOMADLAND,Jessica Bruder,2,Norton,3,False,Yes,14,14
2021,BECOMING,Michelle Obama,3,Crown,1,True,No,29,29
2021,WHITE FRAGILITY,Robin DiAngelo,4,Beacon,131,False,Yes,156,83
2021,HIDDEN VALLEY ROAD,Robert Kolker,5,Anchor,1,True,Yes,7,7
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions,47,False,Yes,192,192
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,7,"Farrar, Straus & Giroux",262,False,No,386,157
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage,62,False,Yes,76,60
2021,SAPIENS,Yuval Noah Harari,9,Harper Perennial,134,False,Yes,208,128
2021,JUST MERCY,Bryan Stevenson,10,One World,244,False,Yes,309,126
2021,THE BODY,Bill Bryson,11,Anchor,6,False,Yes,12,12
2021,HOOD FEMINISM,Mikki Kendall,12,Penguin,2,False,Yes,13,13
2021,BORN A CRIME,Trevor Noah,13,One World,108,False,Yes,209,165
2021,THE CHOICE,Edith Eva Eger,14,Scribner,4,False,Yes,7,4
2021,THE COLOR OF LAW,Richard Rothstein,15,Liveright,43,False,Yes,51,47
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,125,False,Yes,269,209
2021,BECOMING,Michelle Obama,2,Crown,2,True,No,29,29
2021,NOMADLAND,Jessica Bruder,3,Norton,4,False,Yes,14,14
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,48,False,Yes,192,192
2021,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,132,False,Yes,156,83
2021,THE BODY,Bill Bryson,6,Anchor,7,False,Yes,12,12
2021,BORN A CRIME,Trevor Noah,7,One World,109,False,Yes,209,165
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",263,False,No,386,157
2021,HOOD FEMINISM,Mikki Kendall,9,Penguin,3,False,Yes,13,13
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,10,Vintage,63,False,Yes,76,60
2021,SAPIENS,Yuval Noah Harari,11,Harper Perennial,135,False,Yes,208,128
2021,THE COLOR OF LAW,Richard Rothstein,12,Liveright,44,False,Yes,51,47
2021,HIDDEN VALLEY ROAD,Robert Kolker,13,Anchor,2,True,Yes,7,7
2021,WE DO THIS 'TIL WE FREE US,Mariame Kaba,14,Haymarket,2,False,Yes,2,2
2021,THE CHOICE,Edith Eva Eger,15,Scribner,5,False,Yes,7,4
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,126,False,Yes,269,209
2021,BECOMING,Michelle Obama,2,Crown,3,True,No,29,29
2021,NOMADLAND,Jessica Bruder,3,Norton,5,False,Yes,14,14
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions,49,False,Yes,192,192
2021,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,133,False,Yes,156,83
2021,FRONT ROW AT THE TRUMP SHOW,Jonathan Karl,6,Dutton,1,False,Yes,1,1
2021,MINOR FEELINGS,Cathy Park Hong,7,One World,1,False,Yes,9,9
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",264,False,No,386,157
2021,BORN A CRIME,Trevor Noah,9,One World,110,False,Yes,209,165
2021,SAPIENS,Yuval Noah Harari,10,Harper Perennial,136,False,Yes,208,128
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,11,Vintage,64,False,Yes,76,60
2021,THE COLOR OF LAW,Richard Rothstein,12,Liveright,45,False,Yes,51,47
2021,HOOD FEMINISM,Mikki Kendall,13,Penguin,4,False,Yes,13,13
2021,THE BODY,Bill Bryson,14,Anchor,8,False,Yes,12,12
2021,HIDDEN VALLEY ROAD,Robert Kolker,15,Anchor,3,True,Yes,7,7
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,127,False,Yes,269,209
2021,BECOMING,Michelle Obama,2,Crown,4,True,No,29,29
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,50,False,Yes,192,192
2021,WHITE FRAGILITY,Robin DiAngelo,4,Beacon,134,False,Yes,156,83
2021,SAPIENS,Yuval Noah Harari,5,Harper Perennial,137,False,Yes,208,128
2021,MINOR FEELINGS,Cathy Park Hong,6,One World,2,False,Yes,9,9
2021,NOMADLAND,Jessica Bruder,7,Norton,6,False,Yes,14,14
2021,JUST MERCY,Bryan Stevenson,8,One World,245,False,Yes,309,126
2021,BORN A CRIME,Trevor Noah,9,One World,111,False,Yes,209,165
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux",265,False,No,386,157
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,11,Vintage,65,False,Yes,76,60
2021,HOOD FEMINISM,Mikki Kendall,12,Penguin,5,False,Yes,13,13
2021,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,13,Seal,34,False,Yes,38,37
2021,THE BODY,Bill Bryson,14,Anchor,9,False,Yes,12,12
2021,HIDDEN VALLEY ROAD,Robert Kolker,15,Anchor,4,True,Yes,7,7
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,128,False,Yes,269,209
2021,BECOMING,Michelle Obama,2,Crown,5,True,No,29,29
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,51,False,Yes,192,192
2021,MINOR FEELINGS,Cathy Park Hong,4,One World,3,False,Yes,9,9
2021,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,135,False,Yes,156,83
2021,SAPIENS,Yuval Noah Harari,6,Harper Perennial,138,False,Yes,208,128
2021,BORN A CRIME,Trevor Noah,7,One World,112,False,Yes,209,165
2021,HOOD FEMINISM,Mikki Kendall,8,Penguin,6,False,Yes,13,13
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,9,Vintage,66,False,Yes,76,60
2021,NOMADLAND,Jessica Bruder,10,Norton,7,False,Yes,14,14
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",266,False,No,386,157
2021,JUST MERCY,Bryan Stevenson,12,One World,246,False,Yes,309,126
2021,HIDDEN VALLEY ROAD,Robert Kolker,13,Anchor,5,True,Yes,7,7
2021,THE BODY,Bill Bryson,14,Anchor,10,False,Yes,12,12
2021,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,15,Simon & Schuster,31,False,Yes,32,24
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,129,False,Yes,269,209
2021,BECOMING,Michelle Obama,2,Crown,6,True,No,29,29
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,52,False,Yes,192,192
2021,MINOR FEELINGS,Cathy Park Hong,4,One World,4,False,Yes,9,9
2021,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,136,False,Yes,156,83
2021,SAPIENS,Yuval Noah Harari,6,Harper Perennial,139,False,Yes,208,128
2021,BORN A CRIME,Trevor Noah,7,One World,113,False,Yes,209,165
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",267,False,No,386,157
2021,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,9,Seal,35,False,Yes,38,37
2021,KILLERS OF THE FLOWER MOON,David Grann,10,Vintage,77,False,Yes,146,78
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,11,Vintage,67,False,Yes,76,60
2021,HOOD FEMINISM,Mikki Kendall,12,Penguin,7,False,Yes,13,13
2021,NOMADLAND,Jessica Bruder,13,Norton,8,False,Yes,14,14
2021,HIDDEN VALLEY ROAD,Robert Kolker,14,Anchor,6,True,Yes,7,7
2021,THE CHOICE,Edith Eva Eger,15,Scribner,6,False,Yes,7,4
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,130,False,Yes,269,209
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,53,False,Yes,192,192
2021,BECOMING,Michelle Obama,3,Crown,7,True,No,29,29
2021,WHITE FRAGILITY,Robin DiAngelo,4,Beacon,137,False,Yes,156,83
2021,MINOR FEELINGS,Cathy Park Hong,5,One World,5,False,Yes,9,9
2021,SAPIENS,Yuval Noah Harari,6,Harper Perennial,140,False,Yes,208,128
2021,NOMADLAND,Jessica Bruder,7,Norton,9,False,Yes,14,14
2021,LEAVING ISN'T THE HARDEST THING,Lauren Hough,8,Vintage,1,False,Yes,2,2
2021,BORN A CRIME,Trevor Noah,9,One World,114,False,Yes,209,165
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,10,Vintage,68,False,Yes,76,60
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",268,False,No,386,157
2021,THE COLOR OF LAW,Richard Rothstein,12,Liveright,46,False,Yes,51,47
2021,JUST MERCY,Bryan Stevenson,13,One World,247,False,Yes,309,126
2021,THE CHOICE,Edith Eva Eger,14,Scribner,7,False,Yes,7,4
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,15,Central Recovery,14,False,Yes,29,29
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,131,False,Yes,269,209
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,54,False,Yes,192,192
2021,BECOMING,Michelle Obama,3,Crown,8,True,No,29,29
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,4,Central Recovery,15,False,Yes,29,29
2021,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,138,False,Yes,156,83
2021,JUST MERCY,Bryan Stevenson,6,One World,248,False,Yes,309,126
2021,LEAVING ISN'T THE HARDEST THING,Lauren Hough,7,Vintage,2,False,Yes,2,2
2021,MINOR FEELINGS,Cathy Park Hong,8,One World,6,False,Yes,9,9
2021,BORN A CRIME,Trevor Noah,9,One World,115,False,Yes,209,165
2021,SAPIENS,Yuval Noah Harari,10,Harper Perennial,141,False,Yes,208,128
2021,KILLERS OF THE FLOWER MOON,David Grann,11,Vintage,78,False,Yes,146,78
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,12,Vintage,69,False,Yes,76,60
2021,NOMADLAND,Jessica Bruder,13,Norton,10,False,Yes,14,14
2021,HOOD FEMINISM,Mikki Kendall,14,Penguin,8,False,Yes,13,13
2021,HIDDEN VALLEY ROAD,Robert Kolker,15,Anchor,7,True,Yes,7,7
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,132,False,Yes,269,209
2021,NOMADLAND,Jessica Bruder,2,Norton,11,False,Yes,14,14
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,55,False,Yes,192,192
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,4,Central Recovery,16,False,Yes,29,29
2021,BECOMING,Michelle Obama,5,Crown,9,True,No,29,29
2021,WHITE FRAGILITY,Robin DiAngelo,6,Beacon,139,False,Yes,156,83
2021,BORN A CRIME,Trevor Noah,7,One World,116,False,Yes,209,165
2021,SAPIENS,Yuval Noah Harari,8,Harper Perennial,142,False,Yes,208,128
2021,MINOR FEELINGS,Cathy Park Hong,9,One World,7,False,Yes,9,9
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,10,Vintage,70,False,Yes,76,60
2021,HOOD FEMINISM,Mikki Kendall,11,Penguin,9,False,Yes,13,13
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",269,False,No,386,157
2021,THE BODY,Bill Bryson,13,Anchor,11,False,Yes,12,12
2021,OUTLIERS,Malcolm Gladwell,14,"Back Bay/Little, Brown",330,False,No,367,198
2021,GRIT,Angela Duckworth,15,Scribner,78,False,No,151,90
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,133,False,Yes,269,209
2021,BECOMING,Michelle Obama,2,Crown,10,True,No,29,29
2021,NOMADLAND,Jessica Bruder,3,Norton,12,False,Yes,14,14
2021,MINOR FEELINGS,Cathy Park Hong,4,One World,8,False,Yes,9,9
2021,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,140,False,Yes,156,83
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,6,Milkweed Editions,56,False,Yes,192,192
2021,BORN A CRIME,Trevor Noah,7,One World,117,False,Yes,209,165
2021,SAPIENS,Yuval Noah Harari,8,Harper Perennial,143,False,Yes,208,128
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,9,Central Recovery,17,False,Yes,29,29
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,10,Vintage,71,False,Yes,76,60
2021,HOOD FEMINISM,Mikki Kendall,11,Penguin,10,False,Yes,13,13
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",270,False,No,386,157
2021,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,13,Seal,36,False,Yes,38,37
2021,OUTLIERS,Malcolm Gladwell,14,"Back Bay/Little, Brown",331,False,No,367,198
2021,MY OWN WORDS,Ruth Bader Ginsburg with Mary Hartnett and Wendy W. Williams,15,Simon & Schuster,32,False,Yes,32,24
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,134,False,Yes,269,209
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,57,False,Yes,192,192
2021,PRESS RESET,Jason Schreier,3,Grand Central,1,False,Yes,1,1
2021,BECOMING,Michelle Obama,4,Crown,11,True,No,29,29
2021,KILLERS OF THE FLOWER MOON,David Grann,5,Vintage,79,False,Yes,146,78
2021,WHITE FRAGILITY,Robin DiAngelo,6,Beacon,141,False,Yes,156,83
2021,NOMADLAND,Jessica Bruder,7,Norton,13,False,Yes,14,14
2021,BORN A CRIME,Trevor Noah,8,One World,118,False,Yes,209,165
2021,SAPIENS,Yuval Noah Harari,9,Harper Perennial,144,False,Yes,208,128
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,10,Central Recovery,18,False,Yes,29,29
2021,JUST MERCY,Bryan Stevenson,11,One World,249,False,Yes,309,126
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",271,False,No,386,157
2021,THE COLOR OF LAW,Richard Rothstein,13,Liveright,47,False,Yes,51,47
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,14,Vintage,72,False,Yes,76,60
2021,GRIT,Angela Duckworth,15,Scribner,79,False,No,151,90
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,135,False,Yes,269,209
2021,JUST MERCY,Bryan Stevenson,2,One World,250,False,Yes,309,126
2021,WHITE FRAGILITY,Robin DiAngelo,3,Beacon,142,False,Yes,156,83
2021,BORN A CRIME,Trevor Noah,4,One World,119,False,Yes,209,165
2021,BECOMING,Michelle Obama,5,Crown,12,True,No,29,29
2021,KILLERS OF THE FLOWER MOON,David Grann,6,Vintage,80,False,Yes,146,78
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,7,"Farrar, Straus & Giroux",272,False,No,386,157
2021,SAPIENS,Yuval Noah Harari,8,Harper Perennial,145,False,Yes,208,128
2021,NOMADLAND,Jessica Bruder,9,Norton,14,False,Yes,14,14
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,10,Milkweed Editions,58,False,Yes,192,192
2021,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,11,Avid Reader/Simon & Schuster,1,False,Yes,5,5
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,12,Central Recovery,19,False,Yes,29,29
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,13,Vintage,73,False,Yes,76,60
2021,OUTLIERS,Malcolm Gladwell,14,"Back Bay/Little, Brown",332,False,No,367,198
2021,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,15,Picador,1,False,Yes,11,11
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,136,False,Yes,269,209
2021,BORN A CRIME,Trevor Noah,2,One World,120,False,Yes,209,165
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,59,False,Yes,192,192
2021,KILLERS OF THE FLOWER MOON,David Grann,4,Vintage,81,False,Yes,146,78
2021,BECOMING,Michelle Obama,5,Crown,13,True,No,29,29
2021,WHITE FRAGILITY,Robin DiAngelo,6,Beacon,143,False,Yes,156,83
2021,SAPIENS,Yuval Noah Harari,7,Harper Perennial,146,False,Yes,208,128
2021,ON TYRANNY,Timothy Snyder,8,Tim Duggan,85,False,Yes,90,33
2021,GRIT,Angela Duckworth,9,Scribner,80,False,No,151,90
2021,JUST MERCY,Bryan Stevenson,10,One World,251,False,Yes,309,126
2021,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,11,Seal,37,False,Yes,38,37
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",273,False,No,386,157
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery,20,False,Yes,29,29
2021,THE COLOR OF LAW,Richard Rothstein,14,Liveright,48,False,Yes,51,47
2021,MINOR FEELINGS,Cathy Park Hong,15,One World,9,False,Yes,9,9
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,137,False,Yes,269,209
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,60,False,Yes,192,192
2021,BORN A CRIME,Trevor Noah,3,One World,121,False,Yes,209,165
2021,KILLERS OF THE FLOWER MOON,David Grann,4,Vintage,82,False,Yes,146,78
2021,SAPIENS,Yuval Noah Harari,5,Harper Perennial,147,False,Yes,208,128
2021,JUST MERCY,Bryan Stevenson,6,One World,252,False,Yes,309,126
2021,WHITE FRAGILITY,Robin DiAngelo,7,Beacon,144,False,Yes,156,83
2021,THE BURNING,Tim Madigan,8,St. Martin's Griffin,1,False,Yes,1,1
2021,BECOMING,Michelle Obama,9,Crown,14,True,No,29,29
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux",274,False,No,386,157
2021,GRIT,Angela Duckworth,11,Scribner,81,False,No,151,90
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,12,Central Recovery,21,False,Yes,29,29
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,13,Vintage,74,False,Yes,76,60
2021,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,14,Avid Reader/Simon & Schuster,2,False,Yes,5,5
2021,HOOD FEMINISM,Mikki Kendall,15,Penguin,11,False,Yes,13,13
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,138,False,Yes,269,209
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,61,False,Yes,192,192
2021,BORN A CRIME,Trevor Noah,3,One World,122,False,Yes,209,165
2021,JESUS AND JOHN WAYNE,Kristin Kobes Du Mez,4,Liveright,1,False,No,3,3
2021,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,145,False,Yes,156,83
2021,JUST MERCY,Bryan Stevenson,6,One World,253,False,Yes,309,126
2021,KILLERS OF THE FLOWER MOON,David Grann,7,Vintage,83,False,Yes,146,78
2021,SAPIENS,Yuval Noah Harari,8,Harper Perennial,148,False,Yes,208,128
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,9,Central Recovery,22,False,Yes,29,29
2021,BECOMING,Michelle Obama,10,Crown,15,True,No,29,29
2021,GRIT,Angela Duckworth,11,Scribner,82,False,No,151,90
2021,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,12,Seal,38,False,Yes,38,37
2021,THE PRICE WE PAY,Marty Makary,13,Bloomsbury,1,False,No,1,1
2021,HIGH ON THE HOG,Jessica B. Harris,14,Bloomsbury,1,False,No,1,1
2021,HOAX,Brian Stelter,15,Atria/One Signal,1,False,No,1,1
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,139,False,Yes,269,209
2021,BORN A CRIME,Trevor Noah,2,One World,123,False,Yes,209,165
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions,62,False,Yes,192,192
2021,SAPIENS,Yuval Noah Harari,4,Harper Perennial,149,False,Yes,208,128
2021,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,146,False,Yes,156,83
2021,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,6,Avid Reader/Simon & Schuster,3,False,Yes,5,5
2021,KILLERS OF THE FLOWER MOON,David Grann,7,Vintage,84,False,Yes,146,78
2021,JUST MERCY,Bryan Stevenson,8,One World,254,False,Yes,309,126
2021,OUTLIERS,Malcolm Gladwell,9,"Back Bay/Little, Brown",333,False,No,367,198
2021,BECOMING,Michelle Obama,10,Crown,16,True,No,29,29
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",275,False,No,386,157
2021,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,12,Vintage,75,False,Yes,76,60
2021,THE SPY AND THE TRAITOR,Ben Macintyre,13,Broadway,10,False,No,14,18
2021,THE BODY,Bill Bryson,14,Anchor,12,False,Yes,12,12
2021,HOOD FEMINISM,Mikki Kendall,15,Penguin,12,False,Yes,13,13
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,140,False,Yes,269,209
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,63,False,Yes,192,192
2021,BORN A CRIME,Trevor Noah,3,One World,124,False,Yes,209,165
2021,SAPIENS,Yuval Noah Harari,4,Harper Perennial,150,False,Yes,208,128
2021,WHITE FRAGILITY,Robin DiAngelo,5,Beacon,147,False,Yes,156,83
2021,JUST MERCY,Bryan Stevenson,6,One World,255,False,Yes,309,126
2021,THE GLASS CASTLE,Jeannette Walls,7,Scribner,442,False,No,486,45
2021,KILLERS OF THE FLOWER MOON,David Grann,8,Vintage,85,False,Yes,146,78
2021,OUTLIERS,Malcolm Gladwell,9,"Back Bay/Little, Brown",334,False,No,367,198
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux",276,False,No,386,157
2021,BECOMING,Michelle Obama,11,Crown,17,True,No,29,29
2021,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,12,Avid Reader/Simon & Schuster,4,False,Yes,5,5
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery,23,False,Yes,29,29
2021,GRIT,Angela Duckworth,14,Scribner,83,False,No,151,90
2021,THE OTHER WES MOORE,Wes Moore,15,Spiegel & Grau,42,False,Yes,47,6
2021,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,141,False,Yes,269,209
2021,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions,64,False,Yes,192,192
2021,BORN A CRIME,Trevor Noah,3,One World,125,False,Yes,209,165
2021,WHITE FRAGILITY,Robin DiAngelo,4,Beacon,148,False,Yes,156,83
2021,SAPIENS,Yuval Noah Harari,5,Harper Perennial,151,False,Yes,208,128
2021,JUST MERCY,Bryan Stevenson,6,One World,256,False,Yes,309,126
2021,KILLERS OF THE FLOWER MOON,David Grann,7,Vintage,86,False,Yes,146,78
2021,THE BEAUTY IN BREAKING,Michele Harper,8,Riverhead,1,False,Yes,5,5
2021,OUTLIERS,Malcolm Gladwell,9,"Back Bay/Little, Brown",335,False,No,367,198
2021,THE COLOR OF LAW,Richard Rothstein,10,Liveright,49,False,Yes,51,47
2021,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",277,False,No,386,157
2021,MY GRANDMOTHER'S HANDS,Resmaa Menakem,12,Central Recovery,24,False,Yes,29,29
2021,THE GLASS CASTLE,Jeannette Walls,13,Scribner,443,False,No,486,45
