Title,Author,Publisher,Year on List,Rank on List,On a Celebrity Reading List,Current Context
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,14,FALSE,Yes
Just Mercy,Bryan Stevenson,One World,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
You Just Need to Lose Weight,Aubrey Gordon,Beacon,2023,2,FALSE,Yes
All About Love,bell hooks,Morrow,2023,3,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,4,FALSE,Yes
The January 6th Report,January 6 Select Committee,Random House,2023,5,FALSE,Yes
The January 6 Report,House January 6th Committee,Harper,2023,6,FALSE,Yes
The January 6th Report,Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,2023,7,FALSE,Yes
Sapiens,Yuval Noah Harari,Harper Perennial,2023,8,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,9,FALSE,No
Educated,Tara Westover,Random House,2023,10,FALSE,No
Born A Crime,Trevor Noah,One World,2023,11,FALSE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,12,FALSE,Yes
How the Word is Passed,Clint Smith,Back Bay,2023,13,FALSE,Yes
Being Mortal,Atul Gawande,Metropolitan,2023,14,FALSE,No
Grit,Angela Duckworth,Scribner,2023,15,FALSE,No
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
All About Love,bell hooks,Morrow,2023,2,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,3,FALSE,Yes
Sapiens,Yuval Noah Harari,Harper Perennial,2023,4,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,5,FALSE,No
Educated,Tara Westover,Random House,2023,6,FALSE,No
The January 6th Report,Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,2023,7,FALSE,Yes
How the Word is Passed,Clint Smith,Back Bay,2023,8,FALSE,Yes
Just Mercy,Bryan Stevenson,One World,2023,9,FALSE,Yes
Being Mortal,Atul Gawande,Metropolitan,2023,10,FALSE,No
Outliers,Malcolm Gladwell,Back Bay,2023,11,FALSE,No
Grit,Angela Duckworth,Scribner,2023,12,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,13,FALSE,Yes
The Other Wes Moore,Wes Moore,One World,2023,14,FALSE,Yes
Dopamine Nation,Anna Lembke,Dutton,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
All About Love,bell hooks,Morrow,2023,2,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,3,FALSE,Yes
Stolen Focus,Johann Hari,Crown,2023,4,FALSE,Yes
The January 6th Report,Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,2023,5,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,6,FALSE,No
Sapiens,Yuval Noah Harari,Harper Perennial,2023,7,FALSE,Yes
Educated,Tara Westover,Random House,2023,8,FALSE,No
Just Mercy,Bryan Stevenson,One World,2023,9,FALSE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,10,FALSE,Yes
Being Mortal,Atul Gawande,Metropolitan,2023,11,FALSE,No
The January 6 Report,House January 6th Committee,Harper,2023,12,FALSE,Yes
How the Word is Passed,Clint Smith,Back Bay,2023,13,FALSE,Yes
The Immortal Life of Henrietta Lacks,Rebecca Skloot,Broadway,2023,14,FALSE,No
Grit,Angela Duckworth,Scribner,2023,15,FALSE,No
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
All About Love,bell hooks,Morrow,2023,2,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,3,FALSE,Yes
The January 6th Report,Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,2023,4,FALSE,Yes
Sapiens,Yuval Noah Harari,Harper Perennial,2023,5,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,6,FALSE,No
Educated,Tara Westover,Random House,2023,7,FALSE,No
Born A Crime,Trevor Noah,One World,2023,8,FALSE,Yes
The Nineties,Chuck Klosterman,Penguin,2023,9,FALSE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,10,FALSE,Yes
Grit,Angela Duckworth,Scribner,2023,11,FALSE,No
How the Word is Passed,Clint Smith,Back Bay,2023,12,FALSE,Yes
Between Two Kingdoms,Suleika Jaouad,Random House,2023,13,FALSE,No
Dopamine Nation,Anna Lembke,Dutton,2023,14,FALSE,Yes
These Precious Days,Ann Patchett,Harper Perennial,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
All About Love,bell hooks,Morrow,2023,2,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,3,FALSE,Yes
We Don't Know Ourselves,Fintan O'Toole,Liveright,2023,4,FALSE,Yes
The Nineties,Chuck Klosterman,Penguin,2023,5,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,6,FALSE,No
The January 6th Report,Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,2023,7,FALSE,Yes
Born A Crime,Trevor Noah,One World,2023,8,FALSE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,9,FALSE,Yes
Scattered Minds,Gabor Mate,Avery,2023,10,FALSE,No
Grit,Angela Duckworth,Scribner,2023,11,FALSE,No
Quiet,Susan Cain,Broadway,2023,12,FALSE,No
How To Be An Antiracist,Ibram X. Kendi,One World,2023,13,FALSE,Yes
Just Mercy,Bryan Stevenson,One World,2023,14,FALSE,Yes
How the Word is Passed,Clint Smith,Back Bay,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Caste,Isabel Wilkerson,Random House,2023,2,TRUE,Yes
All About Love,bell hooks,Morrow,2023,3,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,4,FALSE,Yes
The Nineties,Chuck Klosterman,Penguin,2023,5,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,6,FALSE,No
Quiet,Susan Cain,Broadway,2023,7,FALSE,No
Born A Crime,Trevor Noah,One World,2023,8,FALSE,Yes
The January 6th Report,Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,2023,9,FALSE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,10,FALSE,Yes
Grit,Angela Duckworth,Scribner,2023,11,FALSE,No
How To Be An Antiracist,Ibram X. Kendi,One World,2023,12,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,13,FALSE,Yes
Dopamine Nation,Anna Lembke,Dutton,2023,14,FALSE,Yes
How the Word is Passed,Clint Smith,Back Bay,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
All Above Love,bell hooks,Morrow,2023,2,FALSE,Yes
Caste,Isabel Wilkerson,Random House,2023,3,TRUE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,4,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,5,FALSE,No
The Nineties,Chuck Klosterman,Penguin,2023,6,FALSE,Yes
What My Bones Know,Stephanie Foo,Ballantine,2023,7,FALSE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,8,FALSE,Yes
Quiet,Susan Cain,Broadway,2023,9,FALSE,No
Grit,Angela Duckworth,Scribner,2023,10,FALSE,No
The January 6th Report,Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,2023,11,FALSE,Yes
The Bomber Mafia,Malcolm Gladwell,Back Bay,2023,12,FALSE,No
How To Be An Antiracist,Ibram X. Kendi,One World,2023,13,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,14,FALSE,Yes
Dopamine Nation,Anna Lembke,Dutton,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
All Above Love,bell hooks,Morrow,2023,2,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,3,FALSE,Yes
Caste,Isabel Wilkerson,Random House,2023,4,TRUE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,5,FALSE,No
Stolen Focus,Johann Hari,Crown,2023,6,FALSE,Yes
The Nineties,Chuck Klosterman,Penguin,2023,7,FALSE,Yes
Luck of the Draw,Frank Murphy,St. Martin's Griffin,2023,8,FALSE,Yes
Quiet,Susan Cain,Broadway,2023,9,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,10,FALSE,Yes
South to America,Imani Perry,Ecco,2023,11,FALSE,Yes
Grit,Angela Duckworth,Scribner,2023,12,FALSE,No
The January 6th Report,Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,Celadon,2023,13,FALSE,Yes
The Bomber Mafia,Malcolm Gladwell,Back Bay,2023,14,FALSE,No
How To Be An Antiracist,Ibram X. Kendi,One World,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
All Above Love,bell hooks,Morrow,2023,2,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,3,FALSE,Yes
Caste,Isabel Wilkerson,Random House,2023,4,TRUE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,5,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,6,FALSE,Yes
Grit,Angela Duckworth,Scribner,2023,7,FALSE,No
Quiet,Susan Cain,Broadway,2023,8,FALSE,No
The Nineties,Chuck Klosterman,Penguin,2023,9,FALSE,Yes
South to America,Imani Perry,Ecco,2023,10,FALSE,Yes
How To Be An Antiracist,Ibram X. Kendi,One World,2023,11,FALSE,Yes
The Bomber Mafia,Malcolm Gladwell,Back Bay,2023,12,FALSE,No
Killers of the Flower Moon,David Grann,Vintage,2023,13,FALSE,Yes
Between Two Kingdoms,Suleika Jaouad,Random House,2023,14,FALSE,No
Dopamine Nation,Anna Lembke,Dutton,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
All Above Love,bell hooks,Morrow,2023,2,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,3,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,4,FALSE,No
Caste,Isabel Wilkerson,Random House,2023,5,TRUE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,6,FALSE,Yes
The Nineties,Chuck Klosterman,Penguin,2023,7,FALSE,Yes
South to America,Imani Perry,Ecco,2023,8,FALSE,Yes
The Bomber Mafia,Malcolm Gladwell,Back Bay,2023,9,FALSE,No
Killers of the Flower Moon,David Grann,Vintage,2023,10,FALSE,Yes
Born A Crime,Trevor Noah,One World,2023,11,FALSE,Yes
Educated,Tara Westover,Random House,2023,12,FALSE,No
Dopamine Nation,Anna Lembke,Dutton,2023,13,FALSE,Yes
How To Be An Antiracist,Ibram X. Kendi,One World,2023,14,FALSE,Yes
Between Two Kingdoms,Suleika Jaouad,Random House,2023,15,FALSE,No
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
All Above Love,bell hooks,Morrow,2023,2,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,3,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,4,FALSE,No
The Anthropocene Reviewed,John Green,Dutton,2023,5,FALSE,Yes
Caste,Isabel Wilkerson,Random House,2023,6,TRUE,Yes
Evicted,Matthew Desmond,Broadway,2023,7,FALSE,Yes
Educated,Tara Westover,Random House,2023,8,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,9,FALSE,Yes
South to America,Imani Perry,Ecco,2023,10,FALSE,Yes
The Nineties,Chuck Klosterman,Penguin,2023,11,FALSE,Yes
Grit,Angela Duckworth,Scribner,2023,12,FALSE,No
Everything I Know About Love,Dolly Alderton,Harper Perennial,2023,13,FALSE,No
Killers of the Flower Moon,David Grann,Vintage,2023,14,FALSE,Yes
Dopamine Nation,Anna Lembke,Dutton,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,2,FALSE,Yes
All About Love,bell hooks,Morrow,2023,3,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,4,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,5,FALSE,No
Killers of the Flower Moon,David Grann,Vintage,2023,6,FALSE,Yes
Dopamine Nation,Anna Lembke,Dutton,2023,7,FALSE,Yes
The Glass Castle,Jeannette Walls,Scribner,2023,8,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,9,FALSE,Yes
Just Mercy,Bryan Stevenson,One World,2023,10,FALSE,Yes
Grit,Angela Duckworth,Scribner,2023,11,FALSE,No
Caste,Isabel Wilkerson,Random House,2023,12,TRUE,Yes
The Anthropocene Reviewed,John Green,Dutton,2023,13,FALSE,Yes
Everything I Know About Love,Dolly Alderton,Harper Perennial,2023,14,FALSE,No
The Nineties,Chuck Klosterman,Penguin,2023,15,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,1,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,2,FALSE,Yes
All About Love,bell hooks,Morrow,2023,3,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,4,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,5,FALSE,No
The Glass Castle,Jeannette Walls,Scribner,2023,6,FALSE,No
Finding Me,Viola Davis,HarperOne,2023,7,TRUE,Yes
This Dawn of Everything,David Graeber & David Wengrow,Picador,2023,8,FALSE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,9,FALSE,Yes
The Anthropocene Reviewed,John Green,Dutton,2023,10,FALSE,Yes
Caste,Isabel Wilkerson,Random House,2023,11,TRUE,Yes
Grit,Angela Duckworth,Scribner,2023,12,FALSE,No
Everything I Know About,Dolly Alderton,Harper Perennial,2023,13,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,14,FALSE,Yes
Shoe Dog,Phil Knight,Scribner,2023,15,FALSE,No
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,2,FALSE,Yes
All About Love,bell hooks,Morrow,2023,3,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,4,FALSE,Yes
Finding Me,Viola Davis,HarperOne,2023,5,TRUE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,6,FALSE,No
Killers of the Flower Moon,David Grann,Vintage,2023,7,FALSE,Yes
The Dawn of Everything,David Graeber & David Wengrow,Picador,2023,8,FALSE,Yes
The Glass Castle,Jeannette Walls,Scribner,2023,9,FALSE,No
Born A Crime,Trevor Noah,One World,2023,10,FALSE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,11,FALSE,Yes
Grit,Angela Duckworth,Scribner,2023,12,FALSE,No
The Anthropocene Reviewed,John Green,Dutton,2023,13,FALSE,Yes
Caste,Isabel Wilkerson,Random House,2023,14,TRUE,Yes
Being Mortal,Atul Gawande,Metropolitan,2023,15,FALSE,No
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,2,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,3,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,4,FALSE,Yes
All About Love,bell hooks,Morrow,2023,5,FALSE,Yes
Finding Me,Viola Davis,HarperOne,2023,6,TRUE,Yes
Educated,Tara Westover,Random House,2023,7,FALSE,No
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,8,FALSE,No
The Dawn of Everything,David Graeber & David Wengrow,Picador,2023,9,FALSE,Yes
The Lost City of Z,David Grann,Vintage,2023,10,FALSE,Yes
The Glass Castle,Jeannette Walls,Scribner,2023,11,FALSE,No
Born A Crime,Trevor Noah,One World,2023,12,FALSE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,13,FALSE,Yes
Grit,Angela Duckworth,Scribner,2023,14,FALSE,No
The Anthropocene Reviewed,John Green,Dutton,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,2,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,3,FALSE,Yes
The Escape Artist,Jonathan Freedland,Harper,2023,4,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,5,FALSE,Yes
All About Love,bell hooks,Morrow,2023,6,FALSE,Yes
Finding Me,Viola Davis,HarperOne,2023,7,TRUE,Yes
Educated,Tara Westover,Random House,2023,8,FALSE,No
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,9,FALSE,No
The Dawn of Everything,David Graeber & David Wengrow,Picador,2023,10,FALSE,Yes
The Glass Castle,Jeannette Walls,Scribner,2023,11,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,12,FALSE,Yes
Being Mortal,Atul Gawande,Metropolitan,2023,13,FALSE,No
The Anthropocene Reviewed,John Green,Dutton,2023,14,FALSE,Yes
Grit,Angela Duckworth,Scribner,2023,15,FALSE,No
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,2,FALSE,Yes
The Escape Artist,Jonathan Freedland,Harper,2023,3,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,4,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,5,FALSE,Yes
All About Love,bell hooks,Morrow,2023,6,FALSE,Yes
Finding Me,Viola Davis,HarperOne,2023,7,TRUE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,8,FALSE,No
Educated,Tara Westover,Random House,2023,9,FALSE,No
Empire of the Summer Moon,S.C. Gwynne,Scribner,2023,10,FALSE,Yes
The Dawn of Everything,David Graeber & David Wengrow,Picador,2023,11,FALSE,Yes
Grit,Angela Duckworth,Scribner,2023,12,FALSE,No
The Glass Castle,Jeannette Walls,Scribner,2023,13,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,14,FALSE,Yes
The Anthropocene Reviewed,John Green,Dutton,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,2,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,3,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,4,FALSE,Yes
The Escape Artist,Jonathan Freedland,Harper,2023,5,FALSE,Yes
All About Love,bell hooks,Morrow,2023,6,FALSE,Yes
Finding Me,Viola Davis,HarperOne,2023,7,TRUE,Yes
Empire of the Summer Moon,S.C. Gwynne,Scribner,2023,8,FALSE,Yes
Educated,Tara Westover,Random House,2023,9,FALSE,No
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,10,FALSE,No
The Glass Castle,Jeannette Walls,Scribner,2023,11,FALSE,No
Grit,Angela Duckworth,Scribner,2023,12,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,13,FALSE,Yes
The Dawn of Everything,David Graeber & David Wengrow,Picador,2023,14,FALSE,Yes
Being Mortal,Atul Gawande,Metropolitan,2023,15,FALSE,No
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,2,FALSE,Yes
Quietly Hostile,Samantha Irby,Vintage,2023,3,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,4,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,5,FALSE,Yes
The Escape Artist,Jonathan Freedland,Harper,2023,6,FALSE,Yes
All About Love,bell hooks,Morrow,2023,7,FALSE,Yes
Finding Me,Viola Davis,HarperOne,2023,8,TRUE,Yes
Empire of the Summer Moon,S.C. Gwynne,Scribner,2023,9,FALSE,Yes
Born A Crime,Trevor Noah,One World,2023,10,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,11,FALSE,No
The Glass Castle,Jeannette Walls,Scribner,2023,12,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,13,FALSE,Yes
Educated,Tara Westover,Random House,2023,14,FALSE,No
Grit,Angela Duckworth,Scribner,2023,15,FALSE,No
Killers of the Flower Moon,David Grann,Vintage,2023,1,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,2,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,3,FALSE,Yes
The Escape Artist,Jonathan Freedland,Harper,2023,4,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,5,FALSE,Yes
All About Love,bell hooks,Morrow,2023,6,FALSE,Yes
Quietly Hostile,Samantha Irby,Vintage,2023,7,FALSE,Yes
The Glass Castle,Jeannette Walls,Scribner,2023,8,FALSE,No
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,9,FALSE,No
Empire of the Summer Moon,S.C. Gwynne,Scribner,2023,10,FALSE,Yes
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,11,FALSE,Yes
Educated,Tara Westover,Random House,2023,12,FALSE,No
My Love Story,Tina Turner with Deborah Davis and Dominik Wichmann,Atria,2023,13,FALSE,No
The Bomber Mafia,Malcolm Gladwell,Back Bay,2023,14,FALSE,No
Grit,Angela Duckworth,Scribner,2023,15,FALSE,No
Killers of the Flower Moon,David Grann,Vintage,2023,1,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,2,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,3,FALSE,Yes
Quietly Hostile,Samantha Irby,Vintage,2023,4,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,5,FALSE,Yes
All About Love,bell hooks,Morrow,2023,6,FALSE,Yes
Happy-Go-Lucky,David Sedaris,Back Bay,2023,7,FALSE,Yes
Born A Crime,Trevor Noah,One World,2023,8,FALSE,Yes
Educated,Tara Westover,Random House,2023,9,FALSE,No
The Escape Artist,Jonathan Freedland,Harper,2023,10,FALSE,Yes
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,11,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,12,FALSE,Yes
My Love Story,Tina Turner with Deborah Davis and Dominik Wichmann,Atria,2023,13,FALSE,No
The Glass Castle,Jeannette Walls,Scribner,2023,14,FALSE,No
Grit,Angela Duckworth,Scribner,2023,15,FALSE,No
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,2,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,3,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,4,FALSE,Yes
Solito,Javier Zamora,Hogarth,2023,5,FALSE,Yes
Happy-Go-Lucky,David Sedaris,Back Bay,2023,6,FALSE,Yes
All About Love,bell hooks,Morrow,2023,7,FALSE,Yes
Everything I Know About Love,Dolly Alderton,Harper Perennial,2023,8,FALSE,No
Educated,Tara Westover,Random House,2023,9,FALSE,No
The Book of Delights,Ross Gay,Algonquin,2023,10,FALSE,No
Quietly Hostile,Samantha Irby,Vintage,2023,11,FALSE,Yes
Born A Crime,Trevor Noah,One World,2023,12,FALSE,Yes
The Escape Artist,Jonathan Freedland,Harper,2023,13,FALSE,Yes
Pappyland,Wright Thompson,Penguin,2023,14,FALSE,No
Grit,Angela Duckworth,Scribner,2023,15,FALSE,No
Killers of the Flower Moon,David Grann,Vintage,2023,1,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,2,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,3,FALSE,Yes
Born A Crime,Trevor Noah,One World,2023,4,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,5,FALSE,Yes
Happy-Go-Lucky,David Sedaris,Back Bay,2023,6,FALSE,Yes
All About Love,bell hooks,Morrow,2023,7,FALSE,Yes
Pappyland,Wright Thompson,Penguin,2023,8,FALSE,No
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,9,FALSE,No
The Escape Artist,Jonathan Freedland,Harper,2023,10,FALSE,Yes
The Glass Castle,Jeannette Walls,Scribner,2023,11,FALSE,No
Talking to Strangers,Malcolm Gladwell,Back Bay,2023,12,FALSE,Yes
Educated,Tara Westover,Random House,2023,13,FALSE,No
Solito,Javier Zamora,Hogarth,2023,14,FALSE,Yes
Quietly Hostile,Samantha Irby,Vintage,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,2,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,3,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,4,FALSE,Yes
All About Love,bell hooks,Morrow,2023,5,FALSE,Yes
Born A Crime,Trevor Noah,One World,2023,6,FALSE,Yes
Educated,Tara Westover,Random House,2023,7,FALSE,No
Quietly Hostile,Samantha Irby,Vintage,2023,8,FALSE,Yes
Entangled Life,Merlin Sheldrake,Random House,2023,9,FALSE,No
Happy-Go-Lucky,David Sedaris,Back Bay,2023,10,FALSE,Yes
Outliers,Malcolm Gladwell,Back Bay,2023,11,FALSE,No
"Thinking, Fast and Slow",Daniel Kahneman,Farrar Straus & Giroux,2023,12,FALSE,No
The Glass Castle,Jeannette Walls,Scribner,2023,13,FALSE,No
The Book of Delights,Ross Gay,Algonquin,2023,14,FALSE,No
Solito,Javier Zamora,Hogarth,2023,15,FALSE,Yes
The Body Keeps The Score,Bessel van der Kolk,Penguin,2023,1,FALSE,Yes
Killers of the Flower Moon,David Grann,Vintage,2023,2,FALSE,Yes
Crying in H Mart,Michelle Zauner,Vintage,2023,3,FALSE,Yes
All About Love,bell hooks,Morrow,2023,4,FALSE,Yes
Braiding Sweetgrass,Robin Wall Kimmerer,Milkweed Editions,2023,5,FALSE,Yes
Born A Crime,Trevor Noah,One World,2023,6,FALSE,Yes
Educated,Tara Westover,Random House,2023,7,FALSE,No
Happy-Go-Lucky,David Sedaris,Back Bay,2023,8,FALSE,Yes
Solito,Javier Zamora,Hogarth,2023,9,FALSE,Yes
The Color of Law,Richard Rothstein,Liveright,2023,10,FALSE,Yes
Outliers,Malcolm Gladwell,Back Bay,2023,11,FALSE,No
American Prometheus,Kai Bird & Martin J. Sherwin,Vintage,2023,12,FALSE,Yes
