Date,Title,Author,Rank,Publisher
2023-01-07,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-01-07,DOPAMINE NATION,Anna Lembke,6,Dutton
2023-01-07,SAPIENS,Yuval Noah Harari,7,Harper Perennial
2023-01-07,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux"
2023-01-07,THE JANUARY 6TH REPORT,the January 6 Select Committee,9,Random House
2023-01-07,BORN A CRIME,Trevor Noah,10,One World
2023-01-07,EDUCATED,Tara Westover,11,Random House
2023-01-07,THE JANUARY 6 REPORT,the Select Committee to Investigate the Attack on the U.S. Capitol,12,Twelve
2023-01-07,HOW THE WORD IS PASSED,Clint Smith,13,Back Bay
2023-01-07,TALKING TO STRANGERS,Malcolm Gladwell,14,Back Bay
2023-01-07,JUST MERCY,Bryan Stevenson,15,One World
2023-01-14,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-01-14,"""YOU JUST NEED TO LOSE WEIGHT""",Aubrey Gordon,2,Beacon
2023-01-14,ALL ABOUT LOVE,bell hooks,3,Morrow
2023-01-14,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-01-14,THE JANUARY 6TH REPORT,the January 6 Select Committee,5,Random House
2023-01-14,THE JANUARY 6 REPORT,the House January 6th Committee,6,Harper
2023-01-14,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,7,Celadon
2023-01-14,SAPIENS,Yuval Noah Harari,8,Harper Perennial
2023-01-14,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux"
2023-01-14,EDUCATED,Tara Westover,10,Random House
2023-01-14,BORN A CRIME,Trevor Noah,11,One World
2023-01-14,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay
2023-01-14,HOW THE WORD IS PASSED,Clint Smith,13,Back Bay
2023-01-14,BEING MORTAL,Atul Gawande,14,Metropolitan
2023-01-14,GRIT,Angela Duckworth,15,Scribner
2023-01-21,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-01-21,ALL ABOUT LOVE,bell hooks,2,Morrow
2023-01-21,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-01-21,SAPIENS,Yuval Noah Harari,4,Harper Perennial
2023-01-21,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux"
2023-01-21,EDUCATED,Tara Westover,6,Random House
2023-01-21,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,7,Celadon
2023-01-21,HOW THE WORD IS PASSED,Clint Smith,8,Back Bay
2023-01-21,JUST MERCY,Bryan Stevenson,9,One World
2023-01-21,BEING MORTAL,Atul Gawande,10,Metropolitan
2023-01-21,OUTLIERS,Malcolm Gladwell,11,Back Bay
2023-01-21,GRIT,Angela Duckworth,12,Scribner
2023-01-21,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay
2023-01-21,THE OTHER WES MOORE,Wes Moore,14,One World
2023-01-21,DOPAMINE NATION,Anna Lembke,15,Dutton
2023-01-28,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-01-28,ALL ABOUT LOVE,bell hooks,2,Morrow
2023-01-28,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-01-28,STOLEN FOCUS,Johann Hari,4,Crown
2023-01-28,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,5,Celadon
2023-01-28,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux"
2023-01-28,SAPIENS,Yuval Noah Harari,7,Harper Perennial
2023-01-28,EDUCATED,Tara Westover,8,Random House
2023-01-28,JUST MERCY,Bryan Stevenson,9,One World
2023-01-28,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay
2023-01-28,BEING MORTAL,Atul Gawande,11,Metropolitan
2023-01-28,THE JANUARY 6 REPORT,the House January 6th Committee,12,Harper
2023-01-28,HOW THE WORD IS PASSED,Clint Smith,13,Back Bay
2023-01-28,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,14,Broadway
2023-01-28,GRIT,Angela Duckworth,15,Scribner
2023-02-04,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-02-04,ALL ABOUT LOVE,bell hooks,2,Morrow
2023-02-04,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-02-04,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,4,Celadon
2023-02-04,SAPIENS,Yuval Noah Harari,5,Harper Perennial
2023-02-04,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux"
2023-02-04,EDUCATED,Tara Westover,7,Random House
2023-02-04,BORN A CRIME,Trevor Noah,8,One World
2023-02-04,THE NINETIES,Chuck Klosterman,9,Penguin
2023-02-04,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay
2023-02-04,GRIT,Angela Duckworth,11,Scribner
2023-02-04,HOW THE WORD IS PASSED,Clint Smith,12,Back Bay
2023-02-04,BETWEEN TWO KINGDOMS,Suleika Jaouad,13,Random House
2023-02-04,DOPAMINE NATION,Anna Lembke,14,Dutton
2023-02-04,THESE PRECIOUS DAYS,Ann Patchett,15,Harper Perennial
2023-02-11,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-02-11,ALL ABOUT LOVE,bell hooks,2,Morrow
2023-02-11,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-02-11,WE DON'T KNOW OURSELVES,Fintan O'Toole,4,Liveright
2023-02-11,THE NINETIES,Chuck Klosterman,5,Penguin
2023-02-11,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux"
2023-02-11,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,7,Celadon
2023-02-11,BORN A CRIME,Trevor Noah,8,One World
2023-02-11,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay
2023-02-11,SCATTERED MINDS,Gabor Maté,10,Avery
2023-02-11,GRIT,Angela Duckworth,11,Scribner
2023-02-11,QUIET,Susan Cain,12,Broadway
2023-02-11,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,13,One World
2023-02-11,JUST MERCY,Bryan Stevenson,14,One World
2023-02-11,HOW THE WORD IS PASSED,Clint Smith,15,Back Bay
2023-02-18,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-02-18,CASTE,Isabel Wilkerson,2,Random House
2023-02-18,ALL ABOUT LOVE,bell hooks,3,Morrow
2023-02-18,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-02-18,THE NINETIES,Chuck Klosterman,5,Penguin
2023-02-18,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux"
2023-02-18,QUIET,Susan Cain,7,Broadway
2023-02-18,BORN A CRIME,Trevor Noah,8,One World
2023-02-18,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,9,Celadon
2023-02-18,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay
2023-02-18,GRIT,Angela Duckworth,11,Scribner
2023-02-18,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,12,One World
2023-02-18,KILLERS OF THE FLOWER MOON,David Grann,13,Vintage
2023-02-18,DOPAMINE NATION,Anna Lembke,14,Dutton
2023-02-18,HOW THE WORD IS PASSED,Clint Smith,15,Back Bay
2023-02-25,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-02-25,ALL ABOUT LOVE,bell hooks,2,Morrow
2023-02-25,CASTE,Isabel Wilkerson,3,Random House
2023-02-25,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-02-25,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux"
2023-02-25,THE NINETIES,Chuck Klosterman,6,Penguin
2023-02-25,WHAT MY BONES KNOW,Stephanie Foo,7,Ballantine
2023-02-25,TALKING TO STRANGERS,Malcolm Gladwell,8,Back Bay
2023-02-25,QUIET,Susan Cain,9,Broadway
2023-02-25,GRIT,Angela Duckworth,10,Scribner
2023-02-25,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,11,Celadon
2023-02-25,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay
2023-02-25,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,13,One World
2023-02-25,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage
2023-02-25,DOPAMINE NATION,Anna Lembke,15,Dutton
2023-03-04,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-03-04,ALL ABOUT LOVE,bell hooks,2,Morrow
2023-03-04,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-03-04,CASTE,Isabel Wilkerson,4,Random House
2023-03-04,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux"
2023-03-04,STOLEN FOCUS,Johann Hari,6,Crown
2023-03-04,THE NINETIES,Chuck Klosterman,7,Penguin
2023-03-04,LUCK OF THE DRAW,Frank Murphy,8,St. Martin's Griffin
2023-03-04,QUIET,Susan Cain,9,Broadway
2023-03-04,TALKING TO STRANGERS,Malcolm Gladwell,10,Back Bay
2023-03-04,SOUTH TO AMERICA,Imani Perry,11,Ecco
2023-03-04,GRIT,Angela Duckworth,12,Scribner
2023-03-04,THE JANUARY 6TH REPORT,the Select Committee to Investigate the Jan. 6 Attack on the United States Capitol,13,Celadon
2023-03-04,THE BOMBER MAFIA,Malcolm Gladwell,14,Back Bay
2023-03-04,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,15,One World
2023-03-11,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-03-11,ALL ABOUT LOVE,bell hooks,2,Morrow
2023-03-11,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-03-11,CASTE,Isabel Wilkerson,4,Random House
2023-03-11,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux"
2023-03-11,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay
2023-03-11,GRIT,Angela Duckworth,7,Scribner
2023-03-11,QUIET,Susan Cain,8,Broadway
2023-03-11,THE NINETIES,Chuck Klosterman,9,Penguin
2023-03-11,SOUTH TO AMERICA,Imani Perry,10,Ecco
2023-03-11,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,11,One World
2023-03-11,THE BOMBER MAFIA,Malcolm Gladwell,12,Back Bay
2023-03-11,KILLERS OF THE FLOWER MOON,David Grann,13,Vintage
2023-03-11,BETWEEN TWO KINGDOMS,Suleika Jaouad,14,Random House
2023-03-11,DOPAMINE NATION,Anna Lembke,15,Dutton
2023-03-18,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-03-18,ALL ABOUT LOVE,bell hooks,2,Morrow
2023-03-18,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-03-18,"THINKING, FAST AND SLOW",Daniel Kahneman,4,"Farrar, Straus & Giroux"
2023-03-18,CASTE,Isabel Wilkerson,5,Random House
2023-03-18,TALKING TO STRANGERS,Malcolm Gladwell,6,Back Bay
2023-03-18,THE NINETIES,Chuck Klosterman,7,Penguin
2023-03-18,SOUTH TO AMERICA,Imani Perry,8,Ecco
2023-03-18,THE BOMBER MAFIA,Malcolm Gladwell,9,Back Bay
2023-03-18,KILLERS OF THE FLOWER MOON,David Grann,10,Vintage
2023-03-18,BORN A CRIME,Trevor Noah,11,One World
2023-03-18,EDUCATED,Tara Westover,12,Random House
2023-03-18,DOPAMINE NATION,Anna Lembke,13,Dutton
2023-03-18,HOW TO BE AN ANTIRACIST,Ibram X. Kendi,14,One World
2023-03-18,BETWEEN TWO KINGDOMS,Suleika Jaouad,15,Random House
2023-03-25,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-03-25,ALL ABOUT LOVE,bell hooks,2,Morrow
2023-03-25,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-03-25,"THINKING, FAST AND SLOW",Daniel Kahneman,4,"Farrar, Straus & Giroux"
2023-03-25,THE ANTHROPOCENE REVIEWED,John Green,5,Dutton
2023-03-25,CASTE,Isabel Wilkerson,6,Random House
2023-03-25,EVICTED,Matthew Desmond,7,Broadway
2023-03-25,EDUCATED,Tara Westover,8,Random House
2023-03-25,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay
2023-03-25,SOUTH TO AMERICA,Imani Perry,10,Ecco
2023-03-25,THE NINETIES,Chuck Klosterman,11,Penguin
2023-03-25,GRIT,Angela Duckworth,12,Scribner
2023-03-25,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,13,Harper Perennial
2023-03-25,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage
2023-03-25,DOPAMINE NATION,Anna Lembke,15,Dutton
2023-04-01,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-04-01,CRYING IN H MART,Michelle Zauner,2,Vintage
2023-04-01,ALL ABOUT LOVE,bell hooks,3,Morrow
2023-04-01,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-04-01,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux"
2023-04-01,KILLERS OF THE FLOWER MOON,David Grann,6,Vintage
2023-04-01,DOPAMINE NATION,Anna Lembke,7,Dutton
2023-04-01,THE GLASS CASTLE,Jeannette Walls,8,Scribner
2023-04-01,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay
2023-04-01,JUST MERCY,Bryan Stevenson,10,One World
2023-04-01,GRIT,Angela Duckworth,11,Scribner
2023-04-01,CASTE,Isabel Wilkerson,12,Random House
2023-04-01,THE ANTHROPOCENE REVIEWED,John Green,13,Dutton
2023-04-01,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,14,Harper Perennial
2023-04-01,THE NINETIES,Chuck Klosterman,15,Penguin
2023-04-08,CRYING IN H MART,Michelle Zauner,1,Vintage
2023-04-08,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-04-08,ALL ABOUT LOVE,bell hooks,3,Morrow
2023-04-08,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-04-08,"THINKING, FAST AND SLOW",Daniel Kahneman,5,"Farrar, Straus & Giroux"
2023-04-08,THE GLASS CASTLE,Jeannette Walls,6,Scribner
2023-04-08,FINDING ME,Viola Davis,7,HarperOne
2023-04-08,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,8,Picador
2023-04-08,TALKING TO STRANGERS,Malcolm Gladwell,9,Back Bay
2023-04-08,THE ANTHROPOCENE REVIEWED,John Green,10,Dutton
2023-04-08,CASTE,Isabel Wilkerson,11,Random House
2023-04-08,GRIT,Angela Duckworth,12,Scribner
2023-04-08,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,13,Harper Perennial
2023-04-08,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage
2023-04-08,SHOE DOG,Phil Knight,15,Scribner
2023-04-15,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-04-15,CRYING IN H MART,Michelle Zauner,2,Vintage
2023-04-15,ALL ABOUT LOVE,bell hooks,3,Morrow
2023-04-15,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-04-15,FINDING ME,Viola Davis,5,HarperOne
2023-04-15,"THINKING, FAST AND SLOW",Daniel Kahneman,6,"Farrar, Straus & Giroux"
2023-04-15,KILLERS OF THE FLOWER MOON,David Grann,7,Vintage
2023-04-15,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,8,Picador
2023-04-15,THE GLASS CASTLE,Jeannette Walls,9,Scribner
2023-04-15,BORN A CRIME,Trevor Noah,10,One World
2023-04-15,TALKING TO STRANGERS,Malcolm Gladwell,11,Back Bay
2023-04-15,GRIT,Angela Duckworth,12,Scribner
2023-04-15,THE ANTHROPOCENE REVIEWED,John Green,13,Dutton
2023-04-15,CASTE,Isabel Wilkerson,14,Random House
2023-04-15,BEING MORTAL,Atul Gawande,15,Metropolitan
2023-04-22,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-04-22,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-04-22,CRYING IN H MART,Michelle Zauner,3,Vintage
2023-04-22,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-04-22,ALL ABOUT LOVE,bell hooks,5,Morrow
2023-04-22,FINDING ME,Viola Davis,6,HarperOne
2023-04-22,EDUCATED,Tara Westover,7,Random House
2023-04-22,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux"
2023-04-22,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,9,Picador
2023-04-22,THE LOST CITY OF Z,David Grann,10,Vintage
2023-04-22,THE GLASS CASTLE,Jeannette Walls,11,Scribner
2023-04-22,BORN A CRIME,Trevor Noah,12,One World
2023-04-22,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay
2023-04-22,GRIT,Angela Duckworth,14,Scribner
2023-04-22,THE ANTHROPOCENE REVIEWED,John Green,15,Dutton
2023-04-29,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-04-29,CRYING IN H MART,Michelle Zauner,2,Vintage
2023-04-29,KILLERS OF THE FLOWER MOON,David Grann,3,Vintage
2023-04-29,THE ESCAPE ARTIST,Jonathan Freedland,4,Harper
2023-04-29,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-04-29,ALL ABOUT LOVE,bell hooks,6,Morrow
2023-04-29,FINDING ME,Viola Davis,7,HarperOne
2023-04-29,EDUCATED,Tara Westover,8,Random House
2023-04-29,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux"
2023-04-29,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,10,Picador
2023-04-29,THE GLASS CASTLE,Jeannette Walls,11,Scribner
2023-04-29,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay
2023-04-29,BEING MORTAL,Atul Gawande,13,Metropolitan
2023-04-29,THE ANTHROPOCENE REVIEWED,John Green,14,Dutton
2023-04-29,GRIT,Angela Duckworth,15,Scribner
2023-05-06,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-05-06,CRYING IN H MART,Michelle Zauner,2,Vintage
2023-05-06,THE ESCAPE ARTIST,Jonathan Freedland,3,Harper
2023-05-06,KILLERS OF THE FLOWER MOON,David Grann,4,Vintage
2023-05-06,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-05-06,ALL ABOUT LOVE,bell hooks,6,Morrow
2023-05-06,FINDING ME,Viola Davis,7,HarperOne
2023-05-06,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux"
2023-05-06,EDUCATED,Tara Westover,9,Random House
2023-05-06,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,10,Scribner
2023-05-06,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,11,Picador
2023-05-06,GRIT,Angela Duckworth,12,Scribner
2023-05-06,THE GLASS CASTLE,Jeannette Walls,13,Scribner
2023-05-06,TALKING TO STRANGERS,Malcolm Gladwell,14,Back Bay
2023-05-06,THE ANTHROPOCENE REVIEWED,John Green,15,Dutton
2023-05-13,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-05-13,CRYING IN H MART,Michelle Zauner,2,Vintage
2023-05-13,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2023-05-13,KILLERS OF THE FLOWER MOON,David Grann,4,Vintage
2023-05-13,THE ESCAPE ARTIST,Jonathan Freedland,5,Harper
2023-05-13,ALL ABOUT LOVE,bell hooks,6,Morrow
2023-05-13,FINDING ME,Viola Davis,7,HarperOne
2023-05-13,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,8,Scribner
2023-05-13,EDUCATED,Tara Westover,9,Random House
2023-05-13,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux"
2023-05-13,THE GLASS CASTLE,Jeannette Walls,11,Scribner
2023-05-13,GRIT,Angela Duckworth,12,Scribner
2023-05-13,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay
2023-05-13,THE DAWN OF EVERYTHING,David Graeber and David Wengrow,14,Picador
2023-05-13,BEING MORTAL,Atul Gawande,15,Metropolitan
2023-05-20,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-05-20,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-05-20,QUIETLY HOSTILE,Samantha Ir,3,Vintage
2023-05-20,CRYING IN H MART,Michelle Zauner,4,Vintage
2023-05-20,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-05-20,THE ESCAPE ARTIST,Jonathan Freedland,6,Harper
2023-05-20,ALL ABOUT LOVE,bell hooks,7,Morrow
2023-05-20,FINDING ME,Viola Davis,8,HarperOne
2023-05-20,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,9,Scribner
2023-05-20,BORN A CRIME,Trevor Noah,10,One World
2023-05-20,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2023-05-20,THE GLASS CASTLE,Jeannette Walls,12,Scribner
2023-05-20,TALKING TO STRANGERS,Malcolm Gladwell,13,Back Bay
2023-05-20,EDUCATED,Tara Westover,14,Random House
2023-05-20,GRIT,Angela Duckworth,15,Scribner
2023-05-27,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-05-27,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-05-27,CRYING IN H MART,Michelle Zauner,3,Vintage
2023-05-27,THE ESCAPE ARTIST,Jonathan Freedland,4,Harper
2023-05-27,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-05-27,ALL ABOUT LOVE,bell hooks,6,Morrow
2023-05-27,QUIETLY HOSTILE,Samantha Ir,7,Vintage
2023-05-27,THE GLASS CASTLE,Jeannette Walls,8,Scribner
2023-05-27,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux"
2023-05-27,EMPIRE OF THE SUMMER MOON,S.C. Gwynne,10,Scribner
2023-05-27,TALKING TO STRANGERS,Malcolm Gladwell,11,Back Bay
2023-05-27,EDUCATED,Tara Westover,12,Random House
2023-05-27,MY LOVE STORY,Tina Turner with Deborah Davis and Dominik Wichmann,13,Atria
2023-05-27,THE BOMBER MAFIA,Malcolm Gladwell,14,Back Bay
2023-05-27,GRIT,Angela Duckworth,15,Scribner
2023-06-03,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-06-03,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-06-03,CRYING IN H MART,Michelle Zauner,3,Vintage
2023-06-03,QUIETLY HOSTILE,Samantha Ir,4,Vintage
2023-06-03,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-06-03,ALL ABOUT LOVE,bell hooks,6,Morrow
2023-06-03,HAPPY-GO-LUCKY,David Sedaris,7,Back Bay
2023-06-03,BORN A CRIME,Trevor Noah,8,One World
2023-06-03,EDUCATED,Tara Westover,9,Random House
2023-06-03,THE ESCAPE ARTIST,Jonathan Freedland,10,Harper
2023-06-03,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2023-06-03,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay
2023-06-03,MY LOVE STORY,Tina Turner with Deborah Davis and Dominik Wichmann,13,Atria
2023-06-03,THE GLASS CASTLE,Jeannette Walls,14,Scribner
2023-06-03,GRIT,Angela Duckworth,15,Scribner
2023-06-10,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-06-10,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-06-10,CRYING IN H MART,Michelle Zauner,3,Vintage
2023-06-10,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-06-10,SOLITO,Javier Zamora,5,Hogarth
2023-06-10,HAPPY-GO-LUCKY,David Sedaris,6,Back Bay
2023-06-10,ALL ABOUT LOVE,bell hooks,7,Morrow
2023-06-10,EVERYTHING I KNOW ABOUT LOVE,Dolly Alderton,8,Harper Perennial
2023-06-10,EDUCATED,Tara Westover,9,Random House
2023-06-10,THE BOOK OF DELIGHTS,Ross Gay,10,Algonquin
2023-06-10,QUIETLY HOSTILE,Samantha Ir,11,Vintage
2023-06-10,BORN A CRIME,Trevor Noah,12,One World
2023-06-10,THE ESCAPE ARTIST,Jonathan Freedland,13,Harper
2023-06-10,PAPPYLAND,Wright Thompson,14,Penguin
2023-06-10,GRIT,Angela Duckworth,15,Scribner
2023-06-17,KILLERS OF THE FLOWER MOON,David Grann,1,Vintage
2023-06-17,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin
2023-06-17,CRYING IN H MART,Michelle Zauner,3,Vintage
2023-06-17,BORN A CRIME,Trevor Noah,4,One World
2023-06-17,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2023-06-17,HAPPY-GO-LUCKY,David Sedaris,6,Back Bay
2023-06-17,ALL ABOUT LOVE,bell hooks,7,Morrow
2023-06-17,PAPPYLAND,Wright Thompson,8,Penguin
2023-06-17,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux"
2023-06-17,THE ESCAPE ARTIST,Jonathan Freedland,10,Harper
2023-06-17,THE GLASS CASTLE,Jeannette Walls,11,Scribner
2023-06-17,TALKING TO STRANGERS,Malcolm Gladwell,12,Back Bay
2023-06-17,EDUCATED,Tara Westover,13,Random House
2023-06-17,SOLITO,Javier Zamora,14,Hogarth
2023-06-17,QUIETLY HOSTILE,Samantha Ir,15,Vintage
2023-06-24,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-06-24,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-06-24,CRYING IN H MART,Michelle Zauner,3,Vintage
2023-06-24,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2023-06-24,ALL ABOUT LOVE,bell hooks,5,Morrow
2023-06-24,BORN A CRIME,Trevor Noah,6,One World
2023-06-24,EDUCATED,Tara Westover,7,Random House
2023-06-24,QUIETLY HOSTILE,Samantha Ir,8,Vintage
2023-06-24,ENTANGLED LIFE,Merlin Sheldrake,9,Random House
2023-06-24,HAPPY-GO-LUCKY,David Sedaris,10,Back Bay
2023-06-24,OUTLIERS,Malcolm Gladwell,11,Back Bay
2023-06-24,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux"
2023-06-24,THE GLASS CASTLE,Jeannette Walls,13,Scribner
2023-06-24,THE BOOK OF DELIGHTS,Ross Gay,14,Algonquin
2023-06-24,SOLITO,Javier Zamora,15,Hogarth
2023-07-01,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2023-07-01,KILLERS OF THE FLOWER MOON,David Grann,2,Vintage
2023-07-01,CRYING IN H MART,Michelle Zauner,3,Vintage
2023-07-01,ALL ABOUT LOVE,bell hooks,4,Morrow
